name,label,pass,final_error_deg,peak_position_error_deg,rms_position_error_deg,rms_speed_error_rev_s,max_abs_iq_a,max_abs_id_a,voltage_utilization_percent,voltage_saturation_percent,max_abs_motion_feedforward_nm,move_peak_error_deg,load_peak_error_deg,unload_peak_error_deg
nominal_ff,基准+前馈,True,0.0010299119585666094,0.5328363641286116,0.11946691764536062,0.018784299163164094,3.401123523134883,0.00016562059963003115,1.6580702558754263,0.0,0.0075483985458691776,0.5328363641286116,0.34140103460098326,0.32335128388186085
nominal_no_motion_ff,基准无运动前馈,True,0.00026035384510292303,0.7546241450790936,0.16419692659579688,0.020544743738712647,3.377123881627441,8.072933254214937e-05,1.660773196316265,0.0,0.0,0.7546241450790936,0.3495871493585512,0.3344394201947809
fast_move,高速大行程,True,0.013674135789436548,1.0587956127593612,0.20884836157174425,0.02823541977215492,4.291382691040924,0.0007159393693529923,3.3917891768209767,0.0,0.013523494115956249,1.0587956127593612,0.4094226295308334,0.4068538252571985
heavy_load,强负载,True,0.002768480782302518,0.6982911628359478,0.15121511847020466,0.035794182859542376,6.983006433813564,0.00034962062314842325,2.4875875461584687,0.0,0.0075483985458691776,0.5328363641286116,0.6982911628359478,0.6614113706859892
inertia_mismatch,惯量失配,True,0.001047788957178053,0.9340057076911235,0.1997248801149947,0.021172765922149745,3.318208884730852,0.00022483398375084494,2.308682231875182,0.0,0.0090771016264209,0.9340057076911235,0.35060366350226024,0.30234307419886974
friction_mismatch,摩擦失配,True,0.0005065517275137932,0.45348921924084296,0.09280722881437241,0.010624569928640824,1.6300888201950712,0.00017480407851296442,1.495544196816429,0.0,0.0074985630856874794,0.45348921924084296,0.15478120927999495,0.14512614765025633
reverse_multi_step,多段反向,True,0.012812660198873171,0.8956566581286376,0.22406393693487686,0.029551314641656317,3.3614456360212985,0.0008126613607128812,3.298399875924285,0.0,0.011301561908226239,0.6788272241328286,0.8956566581286376,0.27119513921146643
sine_load,正弦扰动,True,0.0021534577974424707,0.6218532335929305,0.16215849935118418,0.02064947381284063,2.822224482228369,0.00015377940357941172,2.473926729919409,0.0,0.007581438044432074,0.5446756515951989,0.6218532335929305,0.30501204911276725
